#datetime var5
2001-01-01T00:00:00 0
2001-01-01T01:00:00 6.8
2001-01-01T02:00:00 15.6
2001-01-01T03:00:00 19.6
2001-01-01T04:00:00 23.6
2001-01-01T05:00:00 27.6
2001-01-01T06:00:00 31.6
2001-01-01T07:00:00 35.6
2001-01-01T08:00:00 39.6
2001-01-01T09:00:00 43.6
2001-01-01T10:00:00 47.6
2001-01-01T11:00:00 51.6
2001-01-01T12:00:00 55.6
2001-01-01T13:00:00 59.6
2001-01-01T14:00:00 63.6
2001-01-01T15:00:00 67.6
2001-01-01T16:00:00 71.6
2001-01-01T17:00:00 75.6
2001-01-01T18:00:00 79.6
2001-01-01T19:00:00 83.6
2001-01-01T20:00:00 87.6
2001-01-01T21:00:00 91.6
2001-01-01T22:00:00 95.6
2001-01-01T23:00:00 99.6
2001-01-02T00:00:00 103.6
2001-01-02T01:00:00 107.6
2001-01-02T02:00:00 111.6
2001-01-02T03:00:00 115.6
2001-01-02T04:00:00 119.6
2001-01-02T05:00:00 123.6
2001-01-02T06:00:00 127.6
2001-01-02T07:00:00 131.6
2001-01-02T08:00:00 135.6
2001-01-02T09:00:00 139.6
2001-01-02T10:00:00 143.6
2001-01-02T11:00:00 147.6
2001-01-02T12:00:00 151.6
2001-01-02T13:00:00 155.6
2001-01-02T14:00:00 159.6
2001-01-02T15:00:00 163.6
2001-01-02T16:00:00 167.6
2001-01-02T17:00:00 171.6
2001-01-02T18:00:00 175.6
2001-01-02T19:00:00 179.6
2001-01-02T20:00:00 183.6
2001-01-02T21:00:00 187.6
2001-01-02T22:00:00 191.6
2001-01-02T23:00:00 195.6
2001-01-03T00:00:00 199.6
2001-01-03T01:00:00 203.6
2001-01-03T02:00:00 207.6
2001-01-03T03:00:00 211.6
2001-01-03T04:00:00 215.6
2001-01-03T05:00:00 219.6
2001-01-03T06:00:00 223.6
2001-01-03T07:00:00 227.6
2001-01-03T08:00:00 231.6
2001-01-03T09:00:00 235.6
2001-01-03T10:00:00 239.6
2001-01-03T11:00:00 243.6
2001-01-03T12:00:00 247.6
2001-01-03T13:00:00 251.6
2001-01-03T14:00:00 255.6
2001-01-03T15:00:00 259.6
2001-01-03T16:00:00 263.6
2001-01-03T17:00:00 267.6
2001-01-03T18:00:00 271.6
2001-01-03T19:00:00 275.6
2001-01-03T20:00:00 279.6
2001-01-03T21:00:00 283.6
2001-01-03T22:00:00 287.6
2001-01-03T23:00:00 291.6
2001-01-04T00:00:00 295.6
2001-01-04T01:00:00 299.6
2001-01-04T02:00:00 303.6
2001-01-04T03:00:00 307.6
2001-01-04T04:00:00 311.6
2001-01-04T05:00:00 315.6
2001-01-04T06:00:00 319.6
2001-01-04T07:00:00 323.6
2001-01-04T08:00:00 327.6
2001-01-04T09:00:00 331.6
2001-01-04T10:00:00 335.6
2001-01-04T11:00:00 339.6
2001-01-04T12:00:00 343.6
2001-01-04T13:00:00 347.6
2001-01-04T14:00:00 351.6
2001-01-04T15:00:00 355.6
2001-01-04T16:00:00 359.6
2001-01-04T17:00:00 363.6
2001-01-04T18:00:00 367.6
2001-01-04T19:00:00 371.6
2001-01-04T20:00:00 375.6
2001-01-04T21:00:00 379.6
2001-01-04T22:00:00 383.6
2001-01-04T23:00:00 387.6
2001-01-05T00:00:00 391.6
2001-01-05T01:00:00 395.6
2001-01-05T02:00:00 399.6
2001-01-05T03:00:00 403.6
2001-01-05T04:00:00 407.6
2001-01-05T05:00:00 411.6
2001-01-05T06:00:00 415.6
2001-01-05T07:00:00 419.6
2001-01-05T08:00:00 423.6
2001-01-05T09:00:00 427.6
2001-01-05T10:00:00 431.6
2001-01-05T11:00:00 435.6
2001-01-05T12:00:00 439.6
2001-01-05T13:00:00 443.6
2001-01-05T14:00:00 447.6
2001-01-05T15:00:00 451.6
2001-01-05T16:00:00 455.6
2001-01-05T17:00:00 459.6
2001-01-05T18:00:00 463.6
2001-01-05T19:00:00 467.6
2001-01-05T20:00:00 471.6
2001-01-05T21:00:00 475.6
2001-01-05T22:00:00 479.6
2001-01-05T23:00:00 483.6
2001-01-06T00:00:00 487.6
2001-01-06T01:00:00 491.6
2001-01-06T02:00:00 495.6
2001-01-06T03:00:00 499.6
2001-01-06T04:00:00 503.6
2001-01-06T05:00:00 507.6
2001-01-06T06:00:00 511.6
