#datetime var11
2001-01-01T00:00:00 0
2001-01-01T01:00:00 5.4512149
2001-01-01T02:00:00 5.0894532
2001-01-01T03:00:00 5.4745938
2001-01-01T04:00:00 5.1193532
2001-01-01T05:00:00 5.1903571
2001-01-01T06:00:00 5.5204851
2001-01-01T07:00:00 5.7957081
2001-01-01T08:00:00 5.1919029
2001-01-01T09:00:00 5.9238692
2001-01-01T10:00:00 5.2460527
2001-01-01T11:00:00 5.4595561
2001-01-01T12:00:00 5.4944066
2001-01-01T13:00:00 5.8921745
2001-01-01T14:00:00 5.9541998
2001-01-01T15:00:00 5.101084
2001-01-01T16:00:00 5.2244982
2001-01-01T17:00:00 5.493222
2001-01-01T18:00:00 5.8560866
2001-01-01T19:00:00 5.7229612
2001-01-01T20:00:00 5.1796626
2001-01-01T21:00:00 5.0935853
2001-01-01T22:00:00 5.2103106
2001-01-01T23:00:00 5.4434875
2001-01-02T00:00:00 5.2104388
2001-01-02T01:00:00 5.0480867
2001-01-02T02:00:00 5.105196
2001-01-02T03:00:00 5.9513679
2001-01-02T04:00:00 5.5068931
2001-01-02T05:00:00 5.5318228
2001-01-02T06:00:00 5.7853359
2001-01-02T07:00:00 5.3727519
2001-01-02T08:00:00 5.7254712
2001-01-02T09:00:00 5.704524
2001-01-02T10:00:00 5.0613016
2001-01-02T11:00:00 5.806362
2001-01-02T12:00:00 5.4830882
2001-01-02T13:00:00 5.1296518
2001-01-02T14:00:00 5.0128887
2001-01-02T15:00:00 5.2436405
2001-01-02T16:00:00 5.2195807
2001-01-02T17:00:00 5.9845806
2001-01-02T18:00:00 5.9914783
2001-01-02T19:00:00 5.1981091
2001-01-02T20:00:00 5.9513751
2001-01-02T21:00:00 5.8910591
2001-01-02T22:00:00 5.428934
2001-01-02T23:00:00 5.4062864
2001-01-03T00:00:00 5.2708312
2001-01-03T01:00:00 5.7246193
2001-01-03T02:00:00 5.3980903
2001-01-03T03:00:00 5.6777912
2001-01-03T04:00:00 5.316098
2001-01-03T05:00:00 5.1614752
2001-01-03T06:00:00 5.3222527
2001-01-03T07:00:00 5.355154
2001-01-03T08:00:00 5.7327837
2001-01-03T09:00:00 5.9550225
2001-01-03T10:00:00 5.1063212
2001-01-03T11:00:00 5.9897958
2001-01-03T12:00:00 5.6654426
2001-01-03T13:00:00 5.0217948
2001-01-03T14:00:00 5.478714
2001-01-03T15:00:00 5.3432848
2001-01-03T16:00:00 5.9582722
2001-01-03T17:00:00 5.6284343
2001-01-03T18:00:00 5.2997354
2001-01-03T19:00:00 5.4551075
2001-01-03T20:00:00 5.1450186
2001-01-03T21:00:00 5.6311967
2001-01-03T22:00:00 5.6110664
2001-01-03T23:00:00 5.7158744
2001-01-04T00:00:00 5.2379695
2001-01-04T01:00:00 5.2182706
2001-01-04T02:00:00 5.6645553
2001-01-04T03:00:00 5.4883654
2001-01-04T04:00:00 5.5254592
2001-01-04T05:00:00 5.5588433
2001-01-04T06:00:00 5.1435555
2001-01-04T07:00:00 5.4680763
2001-01-04T08:00:00 5.8995324
2001-01-04T09:00:00 5.4786674
2001-01-04T10:00:00 5.3713826
2001-01-04T11:00:00 5.4849362
2001-01-04T12:00:00 5.276262
2001-01-04T13:00:00 5.6559281
2001-01-04T14:00:00 5.6601703
2001-01-04T15:00:00 5.1516063
2001-01-04T16:00:00 5.4868965
2001-01-04T17:00:00 5.1517064
2001-01-04T18:00:00 5.3520312
2001-01-04T19:00:00 5.2381567
2001-01-04T20:00:00 5.9852236
2001-01-04T21:00:00 5.7760308
2001-01-04T22:00:00 5.8132439
2001-01-04T23:00:00 5.4289656
2001-01-05T00:00:00 5.7546791
2001-01-05T01:00:00 5.1275315
2001-01-05T02:00:00 5.0064437
2001-01-05T03:00:00 5.0938832
2001-01-05T04:00:00 5.481923
2001-01-05T05:00:00 5.4060302
2001-01-05T06:00:00 5.6364179
2001-01-05T07:00:00 5.1038786
2001-01-05T08:00:00 5.906953
2001-01-05T09:00:00 5.9036815
2001-01-05T10:00:00 5.2466419
2001-01-05T11:00:00 5.3801614
2001-01-05T12:00:00 5.2049805
2001-01-05T13:00:00 5.746255
2001-01-05T14:00:00 5.2237342
2001-01-05T15:00:00 5.8354876
2001-01-05T16:00:00 5.5047747
2001-01-05T17:00:00 5.1206984
2001-01-05T18:00:00 5.2527929
2001-01-05T19:00:00 5.7317444
2001-01-05T20:00:00 5.4298771
2001-01-05T21:00:00 5.7123228
2001-01-05T22:00:00 5.6968731
2001-01-05T23:00:00 5.714115
2001-01-06T00:00:00 5.446824
2001-01-06T01:00:00 5.953324
