#datetime var11
2001-01-01T00:00:00 0
2001-01-01T01:00:00 5.4707521
2001-01-01T02:00:00 5.4186685
2001-01-01T03:00:00 5.4581246
2001-01-01T04:00:00 5.7902055
2001-01-01T05:00:00 5.0384382
2001-01-01T06:00:00 5.6087041
2001-01-01T07:00:00 5.0140257
2001-01-01T08:00:00 5.1341653
2001-01-01T09:00:00 5.7635566
2001-01-01T10:00:00 5.5970584
2001-01-01T11:00:00 5.6731198
2001-01-01T12:00:00 5.1406936
2001-01-01T13:00:00 5.7650783
2001-01-01T14:00:00 5.71794
2001-01-01T15:00:00 5.4969176
2001-01-01T16:00:00 5.7866614
2001-01-01T17:00:00 5.2827057
2001-01-01T18:00:00 5.7112678
2001-01-01T19:00:00 5.6141837
2001-01-01T20:00:00 5.0234431
2001-01-01T21:00:00 5.8268342
2001-01-01T22:00:00 5.5785117
2001-01-01T23:00:00 5.6386008
2001-01-02T00:00:00 5.2721907
2001-01-02T01:00:00 5.6141803
2001-01-02T02:00:00 5.1855233
2001-01-02T03:00:00 5.4232533
2001-01-02T04:00:00 5.5839826
2001-01-02T05:00:00 5.6845486
2001-01-02T06:00:00 5.3815201
2001-01-02T07:00:00 5.2332492
2001-01-02T08:00:00 5.4196039
2001-01-02T09:00:00 5.8596011
2001-01-02T10:00:00 5.9457705
2001-01-02T11:00:00 5.6353007
2001-01-02T12:00:00 5.2158613
2001-01-02T13:00:00 5.2518653
2001-01-02T14:00:00 5.200852
2001-01-02T15:00:00 5.6688912
2001-01-02T16:00:00 5.7826009
2001-01-02T17:00:00 5.7481258
2001-01-02T18:00:00 5.8770158
2001-01-02T19:00:00 5.7282122
2001-01-02T20:00:00 5.7450397
2001-01-02T21:00:00 5.3964539
2001-01-02T22:00:00 5.9893183
2001-01-02T23:00:00 5.1566853
2001-01-03T00:00:00 5.2721599
2001-01-03T01:00:00 5.8339302
2001-01-03T02:00:00 5.4812869
2001-01-03T03:00:00 5.433598
2001-01-03T04:00:00 5.466602
2001-01-03T05:00:00 5.5821898
2001-01-03T06:00:00 5.6922854
2001-01-03T07:00:00 5.42842
2001-01-03T08:00:00 5.1133011
2001-01-03T09:00:00 5.1050192
2001-01-03T10:00:00 5.4794987
2001-01-03T11:00:00 5.8047353
2001-01-03T12:00:00 5.4571793
2001-01-03T13:00:00 5.4249817
2001-01-03T14:00:00 5.2297373
2001-01-03T15:00:00 5.6246178
2001-01-03T16:00:00 5.6295543
2001-01-03T17:00:00 5.5191426
2001-01-03T18:00:00 5.5293975
2001-01-03T19:00:00 5.5464564
2001-01-03T20:00:00 5.5583742
2001-01-03T21:00:00 5.6412677
2001-01-03T22:00:00 5.8554039
2001-01-03T23:00:00 5.6446035
2001-01-04T00:00:00 5.5045053
2001-01-04T01:00:00 5.5211482
2001-01-04T02:00:00 5.2155458
2001-01-04T03:00:00 5.7564603
2001-01-04T04:00:00 5.0899452
2001-01-04T05:00:00 5.5034942
2001-01-04T06:00:00 5.1433117
2001-01-04T07:00:00 5.067836
2001-01-04T08:00:00 5.3917462
2001-01-04T09:00:00 5.221486
2001-01-04T10:00:00 5.6511762
2001-01-04T11:00:00 5.6384497
2001-01-04T12:00:00 5.9328753
2001-01-04T13:00:00 5.0522498
2001-01-04T14:00:00 5.7711829
2001-01-04T15:00:00 5.895659
2001-01-04T16:00:00 5.9191578
2001-01-04T17:00:00 5.6336717
2001-01-04T18:00:00 5.5120649
2001-01-04T19:00:00 5.12007
2001-01-04T20:00:00 5.9025898
2001-01-04T21:00:00 5.0605713
2001-01-04T22:00:00 5.33654
2001-01-04T23:00:00 5.9924863
2001-01-05T00:00:00 5.0774262
2001-01-05T01:00:00 5.2650521
2001-01-05T02:00:00 5.9139493
2001-01-05T03:00:00 5.0076995
2001-01-05T04:00:00 5.5040957
2001-01-05T05:00:00 5.5233363
2001-01-05T06:00:00 5.0938181
2001-01-05T07:00:00 5.1981385
2001-01-05T08:00:00 5.8541069
2001-01-05T09:00:00 5.6536265
2001-01-05T10:00:00 5.9346824
2001-01-05T11:00:00 5.9814361
2001-01-05T12:00:00 5.0557936
2001-01-05T13:00:00 5.1326866
2001-01-05T14:00:00 5.1972697
2001-01-05T15:00:00 5.457536
2001-01-05T16:00:00 5.6012234
2001-01-05T17:00:00 5.4532377
2001-01-05T18:00:00 5.7556856
2001-01-05T19:00:00 5.5836714
2001-01-05T20:00:00 5.6471331
2001-01-05T21:00:00 5.7043831
2001-01-05T22:00:00 5.7491595
2001-01-05T23:00:00 5.6071233
2001-01-06T00:00:00 5.6801995
2001-01-06T01:00:00 5.9094041
2001-01-06T02:00:00 5.7405987
2001-01-06T03:00:00 5.5307159
2001-01-06T04:00:00 5.2825069
2001-01-06T05:00:00 5.4198629
2001-01-06T06:00:00 5.7120213
2001-01-06T07:00:00 5.0372528
2001-01-06T08:00:00 5.1906465
2001-01-06T09:00:00 5.8293153
2001-01-06T10:00:00 5.4133753
2001-01-06T11:00:00 5.3039979
2001-01-06T12:00:00 5.1663421
2001-01-06T13:00:00 5.1488872
2001-01-06T14:00:00 5.540402
2001-01-06T15:00:00 5.1844706
2001-01-06T16:00:00 5.6702256
2001-01-06T17:00:00 5.6558339
2001-01-06T18:00:00 5.6346335
2001-01-06T19:00:00 5.1544726
2001-01-06T20:00:00 5.1976741
2001-01-06T21:00:00 5.9060598
2001-01-06T22:00:00 5.3523984
2001-01-06T23:00:00 5.8230853
2001-01-07T00:00:00 5.287512
2001-01-07T01:00:00 5.9199994
2001-01-07T02:00:00 5.3473478
2001-01-07T03:00:00 5.8471637
2001-01-07T04:00:00 5.9649958
2001-01-07T05:00:00 5.9254997
2001-01-07T06:00:00 5.0431424
2001-01-07T07:00:00 5.8884659
2001-01-07T08:00:00 5.9128623
2001-01-07T09:00:00 5.8363112
2001-01-07T10:00:00 5.2037305
2001-01-07T11:00:00 5.23904
2001-01-07T12:00:00 5.7015177
2001-01-07T13:00:00 5.9417915
2001-01-07T14:00:00 5.9689083
2001-01-07T15:00:00 5.1604893
2001-01-07T16:00:00 5.8534861
2001-01-07T17:00:00 5.6658358
2001-01-07T18:00:00 5.712063
2001-01-07T19:00:00 5.6921635
2001-01-07T20:00:00 5.8181014
2001-01-07T21:00:00 5.1314173
2001-01-07T22:00:00 5.8962973
2001-01-07T23:00:00 5.4892326
2001-01-08T00:00:00 5.0012504
2001-01-08T01:00:00 5.9978423
2001-01-08T02:00:00 5.4322367
2001-01-08T03:00:00 5.6431987
2001-01-08T04:00:00 5.7609174
2001-01-08T05:00:00 5.7546651
2001-01-08T06:00:00 5.8299159
2001-01-08T07:00:00 5.9830669
2001-01-08T08:00:00 5.2518172
2001-01-08T09:00:00 5.8630722
2001-01-08T10:00:00 5.8684482
2001-01-08T11:00:00 5.9765177
2001-01-08T12:00:00 5.5725001
2001-01-08T13:00:00 5.5290855
2001-01-08T14:00:00 5.5332554
2001-01-08T15:00:00 5.7731518
2001-01-08T16:00:00 5.5286271
2001-01-08T17:00:00 5.9326907
2001-01-08T18:00:00 5.8115234
2001-01-08T19:00:00 5.6394892
2001-01-08T20:00:00 5.392096
2001-01-08T21:00:00 5.8272495
2001-01-08T22:00:00 5.4122493
2001-01-08T23:00:00 5.5692148
2001-01-09T00:00:00 5.6447203
2001-01-09T01:00:00 5.0599095
2001-01-09T02:00:00 5.8533064
2001-01-09T03:00:00 5.2264244
2001-01-09T04:00:00 5.733093
2001-01-09T05:00:00 5.5235296
2001-01-09T06:00:00 5.4752337
2001-01-09T07:00:00 5.2128971
2001-01-09T08:00:00 5.8084966
2001-01-09T09:00:00 5.8655789
2001-01-09T10:00:00 5.6238785
2001-01-09T11:00:00 5.9142241
2001-01-09T12:00:00 5.1633613
2001-01-09T13:00:00 5.490309
2001-01-09T14:00:00 5.0935248
2001-01-09T15:00:00 5.3011084
2001-01-09T16:00:00 5.5610794
2001-01-09T17:00:00 5.7119391
2001-01-09T18:00:00 5.904389
2001-01-09T19:00:00 5.8347085
2001-01-09T20:00:00 5.4515223
