#datetime var11
2001-01-01T00:00:00 0
2001-01-01T01:00:00 5.0210242
2001-01-01T02:00:00 5.5561789
2001-01-01T03:00:00 5.2699395
2001-01-01T04:00:00 5.069119
2001-01-01T05:00:00 5.5969908
2001-01-01T06:00:00 5.0195213
2001-01-01T07:00:00 5.4943113
2001-01-01T08:00:00 5.0122514
2001-01-01T09:00:00 5.0243946
2001-01-01T10:00:00 5.9614319
2001-01-01T11:00:00 5.636031
2001-01-01T12:00:00 5.7286962
2001-01-01T13:00:00 5.6817663
2001-01-01T14:00:00 5.0701852
2001-01-01T15:00:00 5.2321796
2001-01-01T16:00:00 5.8038827
2001-01-01T17:00:00 5.3715562
2001-01-01T18:00:00 5.8709915
2001-01-01T19:00:00 5.3697056
2001-01-01T20:00:00 5.4647667
2001-01-01T21:00:00 5.3279214
2001-01-01T22:00:00 5.3229001
2001-01-01T23:00:00 5.6319132
2001-01-02T00:00:00 5.4865451
2001-01-02T01:00:00 5.7106628
2001-01-02T02:00:00 5.7052425
2001-01-02T03:00:00 5.0203172
2001-01-02T04:00:00 5.4654805
2001-01-02T05:00:00 5.2608334
2001-01-02T06:00:00 5.7026839
2001-01-02T07:00:00 5.7668777
2001-01-02T08:00:00 5.4029668
2001-01-02T09:00:00 5.016686
2001-01-02T10:00:00 5.575702
2001-01-02T11:00:00 5.3617208
2001-01-02T12:00:00 5.8943177
2001-01-02T13:00:00 5.8569522
2001-01-02T14:00:00 5.101118
2001-01-02T15:00:00 5.7115997
2001-01-02T16:00:00 5.696963
2001-01-02T17:00:00 5.3708893
2001-01-02T18:00:00 5.8048129
2001-01-02T19:00:00 5.9921296
2001-01-02T20:00:00 5.8860677
2001-01-02T21:00:00 5.7830725
2001-01-02T22:00:00 5.9407596
2001-01-02T23:00:00 5.6909078
2001-01-03T00:00:00 5.5094297
2001-01-03T01:00:00 5.7453384
2001-01-03T02:00:00 5.5626176
2001-01-03T03:00:00 5.9644393
2001-01-03T04:00:00 5.087696
2001-01-03T05:00:00 5.7376703
2001-01-03T06:00:00 5.5550806
2001-01-03T07:00:00 5.5345927
2001-01-03T08:00:00 5.0142752
2001-01-03T09:00:00 5.0946467
2001-01-03T10:00:00 5.9892744
2001-01-03T11:00:00 5.6263667
2001-01-03T12:00:00 5.860501
2001-01-03T13:00:00 5.5681049
2001-01-03T14:00:00 5.8926516
2001-01-03T15:00:00 5.2966675
2001-01-03T16:00:00 5.39799
2001-01-03T17:00:00 5.6555285
2001-01-03T18:00:00 5.587971
2001-01-03T19:00:00 5.209754
2001-01-03T20:00:00 5.1395342
2001-01-03T21:00:00 5.9181659
2001-01-03T22:00:00 5.2463782
2001-01-03T23:00:00 5.2974548
2001-01-04T00:00:00 5.9756329
2001-01-04T01:00:00 5.1822469
2001-01-04T02:00:00 5.4589892
2001-01-04T03:00:00 5.5603058
2001-01-04T04:00:00 5.9362214
2001-01-04T05:00:00 5.1316933
2001-01-04T06:00:00 5.9673738
2001-01-04T07:00:00 5.9408582
2001-01-04T08:00:00 5.1784822
2001-01-04T09:00:00 5.114082
2001-01-04T10:00:00 5.374398
2001-01-04T11:00:00 5.584906
2001-01-04T12:00:00 5.0993833
2001-01-04T13:00:00 5.3243924
2001-01-04T14:00:00 5.2500182
2001-01-04T15:00:00 5.9963987
2001-01-04T16:00:00 5.8570621
2001-01-04T17:00:00 5.8661013
2001-01-04T18:00:00 5.5656608
2001-01-04T19:00:00 5.7254241
2001-01-04T20:00:00 5.4943529
2001-01-04T21:00:00 5.6598012
2001-01-04T22:00:00 5.4702071
2001-01-04T23:00:00 5.1588818
2001-01-05T00:00:00 5.8658673
2001-01-05T01:00:00 5.5800133
2001-01-05T02:00:00 5.5185967
2001-01-05T03:00:00 5.9940196
2001-01-05T04:00:00 5.8537289
2001-01-05T05:00:00 5.2646327
2001-01-05T06:00:00 5.5907736
2001-01-05T07:00:00 5.4230152
2001-01-05T08:00:00 5.6863462
2001-01-05T09:00:00 5.7451215
2001-01-05T10:00:00 5.5278926
2001-01-05T11:00:00 5.8364097
2001-01-05T12:00:00 5.7290266
2001-01-05T13:00:00 5.5851753
2001-01-05T14:00:00 5.3275743
2001-01-05T15:00:00 5.6492694
2001-01-05T16:00:00 5.2805396
2001-01-05T17:00:00 5.2210021
2001-01-05T18:00:00 5.7705886
2001-01-05T19:00:00 5.2296937
2001-01-05T20:00:00 5.197319
2001-01-05T21:00:00 5.7337889
2001-01-05T22:00:00 5.3458431
2001-01-05T23:00:00 5.8125216
2001-01-06T00:00:00 5.2201662
2001-01-06T01:00:00 5.3818497
2001-01-06T02:00:00 5.7685722
2001-01-06T03:00:00 5.4435798
2001-01-06T04:00:00 5.2841398
2001-01-06T05:00:00 5.3194321
2001-01-06T06:00:00 5.8728819
2001-01-06T07:00:00 5.9500032
2001-01-06T08:00:00 5.3080235
2001-01-06T09:00:00 5.6300278
2001-01-06T10:00:00 5.3843723
2001-01-06T11:00:00 5.4315722
2001-01-06T12:00:00 5.4811453
2001-01-06T13:00:00 5.182445
2001-01-06T14:00:00 5.238722
2001-01-06T15:00:00 5.578752
2001-01-06T16:00:00 5.4691648
2001-01-06T17:00:00 5.8616542
2001-01-06T18:00:00 5.9936284
2001-01-06T19:00:00 5.0723794
2001-01-06T20:00:00 5.8365721
2001-01-06T21:00:00 5.5657614
2001-01-06T22:00:00 5.7817736
2001-01-06T23:00:00 5.6293884
2001-01-07T00:00:00 5.5345328
2001-01-07T01:00:00 5.3114432
2001-01-07T02:00:00 5.8826467
2001-01-07T03:00:00 5.2592327
2001-01-07T04:00:00 5.9305486
2001-01-07T05:00:00 5.2498587
2001-01-07T06:00:00 5.4969668
2001-01-07T07:00:00 5.2479363
2001-01-07T08:00:00 5.7520499
2001-01-07T09:00:00 5.705685
2001-01-07T10:00:00 5.5701335
2001-01-07T11:00:00 5.5680754
2001-01-07T12:00:00 5.801368
2001-01-07T13:00:00 5.9070396
2001-01-07T14:00:00 5.9886425
2001-01-07T15:00:00 5.787389
2001-01-07T16:00:00 5.6493994
2001-01-07T17:00:00 5.8859107
2001-01-07T18:00:00 5.4070873
2001-01-07T19:00:00 5.6332292
2001-01-07T20:00:00 5.6246329
2001-01-07T21:00:00 5.3956394
2001-01-07T22:00:00 5.619958
2001-01-07T23:00:00 5.8217399
2001-01-08T00:00:00 5.9078248
2001-01-08T01:00:00 5.2838771
2001-01-08T02:00:00 5.988531
2001-01-08T03:00:00 5.8194511
2001-01-08T04:00:00 5.590329
2001-01-08T05:00:00 5.2625298
2001-01-08T06:00:00 5.9798821
2001-01-08T07:00:00 5.2904091
2001-01-08T08:00:00 5.6785335
2001-01-08T09:00:00 5.434127
2001-01-08T10:00:00 5.0558867
2001-01-08T11:00:00 5.8376116
2001-01-08T12:00:00 5.5008979
2001-01-08T13:00:00 5.2929391
2001-01-08T14:00:00 5.9062581
2001-01-08T15:00:00 5.9351539
2001-01-08T16:00:00 5.9751628
2001-01-08T17:00:00 5.5980198
2001-01-08T18:00:00 5.5913002
2001-01-08T19:00:00 5.3485666
2001-01-08T20:00:00 5.172963
2001-01-08T21:00:00 5.4763357
2001-01-08T22:00:00 5.4493751
2001-01-08T23:00:00 5.8764362
2001-01-09T00:00:00 5.6274597
2001-01-09T01:00:00 5.0726625
2001-01-09T02:00:00 5.3834092
2001-01-09T03:00:00 5.2007758
2001-01-09T04:00:00 5.9573563
2001-01-09T05:00:00 5.9502256
2001-01-09T06:00:00 5.7150788
2001-01-09T07:00:00 5.1857224
2001-01-09T08:00:00 5.5481902
2001-01-09T09:00:00 5.8152464
2001-01-09T10:00:00 5.1818811
2001-01-09T11:00:00 5.8658397
2001-01-09T12:00:00 5.4181823
2001-01-09T13:00:00 5.0728026
2001-01-09T14:00:00 5.9996913
2001-01-09T15:00:00 5.844729
2001-01-09T16:00:00 5.0151056
2001-01-09T17:00:00 5.4659837
2001-01-09T18:00:00 5.284987
2001-01-09T19:00:00 5.6695364
2001-01-09T20:00:00 5.0769115
2001-01-09T21:00:00 5.4198981
2001-01-09T22:00:00 5.5346105
2001-01-09T23:00:00 5.0301777
2001-01-10T00:00:00 5.6667561
2001-01-10T01:00:00 5.3887164
2001-01-10T02:00:00 5.0882487
2001-01-10T03:00:00 5.1232769
